"id","language","text"
393,"es","?RT @ArranLaPlana: En un any ja van 5 noves assemblees d'@Arran_jovent  al PAÍS VALENCIÀ i un total d 14 des de l'estiu de 2015 als PA… "
394,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
395,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
396,"es","?RT @LaHaineInfo: ¿Por qué los intelectuales y políticos pertenecientes al 1% son hostiles hacia Cuba? :: https://t.co/yWHryvNjI5"
397,"es","?Retweeted La Haine (@LaHaineInfo):

¿Por qué los intelectuales y políticos pertenecientes al 1% son hostiles... https://t.co/3O7SuISkWj"
398,"es","?RT @LaHaineInfo: ¿Puede un activista anti OTAN ser candidato a senador de una organización pro OTAN? :: https://t.co/U17qox7z4W"
399,"es","?Retweeted La Haine (@LaHaineInfo):

¿Puede un activista anti OTAN ser candidato a senador de una organización pro... https://t.co/cNCS5eBUsO"
400,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
401,"es","?RT @nuriaparlon: .@Joan_Mercader fins avui alcalde de Malgrat acompanyat pels malgratencs i malgratenques! Endavant Joan i a guanyar per ma…"
402,"es","?Basta dl abuso injustificado d la temporalidad dl personal interino
Firma y pasálo! 
@ccoo @ccoocatalunya
https:// https://t.co/JKtAVDPYR8 …"
403,"es","?Companys de la CUP, recordeu -entre porro i porro- que els catalans VIVIM REPRIMITS!! 
@Arran_jovent"
404,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
405,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
406,"es","?RT @ArranLaPlana: En un any ja van 5 noves assemblees d'@Arran_jovent  al PAÍS VALENCIÀ i un total d 14 des de l'estiu de 2015 als PA… "
407,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
408,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
409,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
410,"es","?@CUPHortaGuinard @EndavantHG Al Carmel un barri amb moltes criatures no van substituir un pediatra al jubilarse pero violencia es el cartell"
411,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
412,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
413,"es","?RT @Elzo_: Perfecto para adelantar a un camión https://t.co/GBe8AxGJcx"
414,"es","?RT @_rubot: Un joven introvertido de estética radical invade Polonia en 1939."
415,"es","?RT @DiariTreball: Denuncien l’acomiadament d’un guarda forestal de la Diputació per ser reivindicatiu @CCOODiba #MarcReadmissió  https://t.…"
416,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
417,"es","?RT @Endavant_Bcn: #CoccinelleNoCallarem #24g de nou la solidaritat abjudici. 
Tota la nostra solidaritat amb @Oriol_Pintos https://t.co/rxr…"
418,"es","?RT @endavantsants: .@EndavantHG A Badal el CAP de Carreras Candi tancat des d'Agost i tot el veïnat derivat a altres CAP. https://t.co/cvKQ…"
419,"es","?RT @OIDPcat: L'@bcn_ajuntament signa un conveni amb @localret la @diba i sis municpis per difondre l'eina @decidimbcn #DecidimMunicipis htt…"
420,"es","?RT @OIDPcat: L'@bcn_ajuntament signa un conveni amb @localret la @diba i sis municpis per difondre l'eina @decidimbcn #DecidimMunicipis htt…"
421,"es","?@puigjos @Endavant_OSAN @Arran_jovent n'hi ha que encara es miren el dit"
422,"es","?XV Jornada de Bones Pràctiques. Innovació educativa a les escoles municipals - Educació - Diputació de Barcelona https://t.co/RBadHuBBjp"
423,"es","?RT @vilabatalle: XV Jornada de Bones Pràctiques. Innovació educativa a les escoles municipals - Educació - Diputació de Barcelona https://t…"
424,"es","?Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèn… https://t.co/ugnUPx6cba"
425,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
426,"es","?RT @vilabatalle: XV Jornada de Bones Pràctiques. Innovació educativa a les escoles municipals - Educació - Diputació de Barcelona https://t…"
427,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
428,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
429,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
430,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
431,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
432,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
433,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
434,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
435,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
436,"es","?Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
437,"es","?RT @CCOODiba: Basta dl abuso injustificado d la temporalidad dl personal interino
Firma y pasálo! 
@ccoo @ccoocatalunya
https:// https://t.…"
438,"es","?RT @LaHaineInfo: Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
439,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
440,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
441,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
442,"es","?RT @nuriaparlon: Més de 300 persones en beneficiaran de la formació 2017 @grameimpuls https://t.co/t85pb8Dkth #santacoloma @esteveserrano"
443,"es","?RT @nuriaparlon: En marxa els ateneus cooperatius #santacoloma https://t.co/zQ3IM3HI1S @esteveserrano @grameimpuls"
444,"es","?RT @LaHaineInfo: Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
445,"es","?RT @SerradoraBoix: La @diba ofereix ordenances a #ajuntaments x costos de manteniment de franges seguretat urbanitzacions x #incendis 
http…"
446,"es","?RT @SerradoraBoix: La @diba ofereix ordenances a #ajuntaments x costos de manteniment de franges seguretat urbanitzacions x #incendis 
http…"
447,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
448,"es","?RT @LaHaineInfo: Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
449,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
450,"es","?RT @SentitCritic: Núria Parlon: ""Un pacte PP-PSOE no es pot produir, molts ens donaríem de baixa del partit” https://t.co/EIkfWLkZGv https:…"
451,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
452,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
453,"es","?RT @DretsCaca: Companys de la CUP, recordeu -entre porro i porro- que els catalans VIVIM REPRIMITS!! 
@Arran_jovent"
454,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
455,"es","?RT @LaHaineInfo: Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
456,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
457,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
458,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
459,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
460,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
461,"es","?RT @Tuikismikis: Algun dia la lio y le llamo mongolo a algun normal..."
462,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
463,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
464,"es","?Los Niños siguen sin gimnasio.Obras paralizadas.@dimasciudadano @jmanuelariza 
@SoniaSierra02
@MireiaG_S 
@nuriaparlon"
465,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
466,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
467,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
468,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
469,"es","?RT @DiariTreball: Denuncien l’acomiadament d’un guarda forestal de la Diputació per ser reivindicatiu @CCOODiba #MarcReadmissió… "
470,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
471,"es","?@Givermangiv @MainatJM @JordiMontaa @jpuigcorbe de fet hem dic Meritxell. Que hi tindria tracte preferent? "
472,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
473,"es","?L'acte creatiu parteix de l'experiència prèvia, usa el judici i neix de l'emoció. @diba @educadiba  https://t.co/4G2dDhDlpr"
474,"es","?L'acte creatiu parteix de l'experiència prèvia, usa el judici i neix de l'emoció. @diba @educadiba  https://t.co/4G2dDhDlpr"
475,"es","?RT @Chicoenunmillon: no cuentes demasiadas cosas de ti... https://t.co/oo3LuZNWa2"
476,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
477,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
478,"es","?Les nostres heroïnes.
La Diputació de Barcelona prepara de cara al 8 de març una exposició:«Les nostres... https://t.co/WNDh5WuLWG"
479,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
480,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
481,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
482,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
483,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
484,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
485,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
486,"es","?@LaIIIGuerra @GobernoAlem https://t.co/khgIZmVOeq"
487,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
488,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
489,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
490,"es","?RT @OscarJim3nez: Un mal día lo tiene cualquiera. https://t.co/bIC6U1XsUv"
491,"es","?RT @seorafranquista: LOS DE LA IZQUIERDA SE ESTÁN MATANDO ENTRE ELLOS. ESTO CON FRANCO YA PASABA."
492,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
493,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
494,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
495,"es","?RT @Xuxipc: Algo de Machado, que no me cabía en el tuit. https://t.co/OuCoGyOqFK"
496,"es","?@razon_aqui ...Eres cuñada?...jajajaj"
497,"es","?@Hora_Teta @razon_aqui juas otro cuñado jajaja"
498,"es","?@srtagalicia  https://t.co/qOCjjBRd7L"
499,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
500,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
501,"es","?RT @ConsorciAOC: Recull gràfic del II Congrés de #governDigital https://t.co/BpzxPrd5n9 @eapccat @localret @diba @governaciocat @XarxaIP @F…"
502,"es","?RT @ConsorciAOC: Recull gràfic del II Congrés de #governDigital https://t.co/BpzxPrd5n9 @eapccat @localret @diba @governaciocat @XarxaIP @F…"
503,"es","?@Arran_jovent @Endavant_OSAN Molts catalans pacífics ens sentim avergonyits de vosaltres. Sou nens malcriats, sense educació. Madureu!"
504,"es","?RT @DretsCaca: Companys de la CUP, recordeu -entre porro i porro- que els catalans VIVIM REPRIMITS!! 
@Arran_jovent"
505,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
506,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
507,"es","?RT @MostraDones: #DonesAcció.Ens trobem a les 12:00h a @sgaeactualidad amb les cineastes catalanes. @diba @Academiadecine @LaBonne_CCDFB @c…"
508,"es","?RT @MostraDones: #DonesAcció.Ens trobem a les 12:00h a @sgaeactualidad amb les cineastes catalanes. @diba @Academiadecine @LaBonne_CCDFB @c…"
509,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
510,"es","?RT @LaHaineInfo: Los vetos del Imperio :: https://t.co/JpWH0v5ISu"
511,"es","?RT @adestemps: I si demà no podeu pujar a #Sabadell...  https://t.co/d5KsKoMtY7"
512,"es","?@Arran_jovent @toni_comin No teniu vergonya."
513,"es","?RT @DamaCatalana: @Arran_jovent @toni_comin els feixistes del segle XXI es fan dir a si mateixos antifeixistes"
514,"es","?RT @joancastellet: @RobertBadia @Petit_riera @Arran_jovent
Son uns nens de papà. Pintades de nit, manifestacions amb la cara tapada i corre…"
515,"es","?RT @jbrichsg: @Tuit_And_Shout @Arran_jovent  ...

https://t.co/dvDfhtifQB"
516,"es","?RT @ArranLaPlana: En un any ja van 5 noves assemblees d'@Arran_jovent  al PAÍS VALENCIÀ i un total d 14 des de l'estiu de 2015 als PA… "
517,"es","?RT @diba: Coneixes la web d'Informació Estadística Local? Dades dels 311 municipis barcelonins #Som311 #DibaOberta https://t.co/XHWNOrQomW…"
518,"es","?RT @diba: Coneixes la web d'Informació Estadística Local? Dades dels 311 municipis barcelonins #Som311 #DibaOberta https://t.co/XHWNOrQomW…"
519,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
520,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
521,"es","?RT @CCOODiba: Basta dl abuso injustificado d la temporalidad dl personal interino
Firma y pasálo! 
@ccoo @ccoocatalunya
https:// https://t.…"
522,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
523,"es","?@oriolllado @nuriaparlon @mariadolorsa estaría bien q hicierais 1 para la gente del boscdenvilaro q apoyais destruirle las casas @d_bosc"
524,"es","?Davos, veintiún años después :: https://t.co/CH3SvqfPrA"
525,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
526,"es","?RT @Arran_jovent: Ei @Esquerra_Valls @PDECATValls, diguem no a l'exèrcit espanyol a l'Espai de l'Estudiant. Fora forces d'ocupació!  https…"
527,"es","?RT @XavierNavarro1: Bon dia avui Mesa General Funció Pública, volem recuperar el que és nostre, les pagues robades @CCOO @ccoocatalunya @cc…"
528,"es","?@ccoo_fsc_cat @sal_ccoo_cat 
Revistes de seccions sindicals https://t.co/EpLSMBX7Kw"
529,"es","?@diba Moltes gràcies!!"
530,"es","?@diba Moltes gràcies!!"
531,"es","?RT @LaHaineInfo: Davos, veintiún años después :: https://t.co/CH3SvqfPrA"
532,"es","?Julio Escalona: El gobierno bolivariano debe decir qué es lo que va a hacer en materia económica :: https://t.co/HzXivExCGl"
533,"es","?RT @ConsorciAOC: Recull gràfic del II Congrés de #governDigital https://t.co/BpzxPrd5n9 @eapccat @localret @diba @governaciocat @XarxaIP @F…"
534,"es","?RT @ConsorciAOC: Recull gràfic del II Congrés de #governDigital https://t.co/BpzxPrd5n9 @eapccat @localret @diba @governaciocat @XarxaIP @F…"
535,"es","?RT @josep_lara: @diba @CulturaDIBA @pdecatdiba https://t.co/qQXdCth5P9"
536,"es","?RT @josep_lara: @diba @CulturaDIBA @pdecatdiba https://t.co/qQXdCth5P9"
537,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
538,"es","?@carquinyoli2 @tonimasana Pere,
el meu Twitter és @jpuigcorbe  L'altre és un d'antic i hackejat...
Una abraçada"
539,"es","?CCOO exigeix al Govern compromisos concrets sobre ocupació pública https://t.co/SanpL3yKYR"
540,"es","?@ccoo_fsc_cat 
Revistes de seccions sindicals https://t.co/EpLSMBX7Kw"
541,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
542,"es","?RT @ccoo_serveiscat: Davant l'economia global, el sindicalisme solidari obert al món @ccoo https://t.co/EBolsKn7N2"
543,"es","?RT @CCOODiba: CCOO exigeix al Govern compromisos concrets sobre ocupació pública https://t.co/SanpL3yKYR"
544,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
545,"es","?RT @diba: Ahir vam donar suport a @llenguacat, a l'acte d'inauguració del nou local nacional a #Barcelona https://t.co/0BIUR5TIgP https://t…"
546,"es","?RT @diba: Ahir vam donar suport a @llenguacat, a l'acte d'inauguració del nou local nacional a #Barcelona https://t.co/0BIUR5TIgP https://t…"
547,"es","?RT @CGTDiba: Concentració ara mateix a la Mater davant del Dept. d Salut d la Gene. La nostra salut no és una mercaderia! https://t.co/DUi0…"
548,"es","?¡Diari de Cristina Vargas 2.0 está disponible! https://t.co/zbbR3u6DFr Gracias a @nuriaparlon @Carrion_T @Opinion_EPC #socialmedia"
549,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
550,"es","?@mariadolorsa @FAVBBadalona @nuriaparlon"
551,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
552,"es","?¡Asamblea Popular de Torrejón está disponible! https://t.co/k32IGhn0tY Gracias a @LaHaineInfo @asambleaHUPA @AuditoriaSEV #lomasdestacado"
553,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
554,"es","?RT @nuriaparlon: @Ampaserramarina @MireiaG_S  presupuestos Generalitat 2017 han de incorporar partida económica para este proyecto. Haremos…"
555,"es","?RT @bdncom: Alcaldesses #Badalona i #Santacoloma @mariadolorsa @nuriaparlon encapçalen la manifestació contra els talls de llum organitzada…"
556,"es","?RT @nuriaparlon: @Ampaserramarina @MireiaG_S  presupuestos Generalitat 2017 han de incorporar partida económica para este proyecto. Haremos…"
557,"es","?RT @Ampaserramarina: Los Niños siguen sin gimnasio.Obras paralizadas.@dimasciudadano @jmanuelariza 
@SoniaSierra02
@MireiaG_S 
@nuriaparlon"
558,"es","?RT @nuriaparlon: En marxa els ateneus cooperatius #santacoloma https://t.co/zQ3IM3HI1S @esteveserrano @grameimpuls"
559,"es","?RT @nuriaparlon: Més de 300 persones en beneficiaran de la formació 2017 @grameimpuls https://t.co/t85pb8Dkth #santacoloma @esteveserrano"
560,"es","?Ley para la seguridad del grupo gobernante :: https://t.co/pWI7UPo9sF"
561,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
562,"es","?RT @LaHaineInfo: Ley para la seguridad del grupo gobernante :: https://t.co/pWI7UPo9sF"
563,"es","?RT @Endavant_OSAN: Bon dia! Desprecintem la nostra llibertat? Som-hi! ?#autodeterminació #desobediència https://t.co/dGSGwaazQJ"
564,"es","?RT @SEPCValls: .@CivitiMarti Potser estaria bé utilitzar-les per precintar l'estand de l'exèrcit espanyol a l'Espai de l'Estudiant… "
565,"es","?RT @Arran_Valls: ALERTA! 
@Esquerra_Valls i @PDECATValls a favor de la presència de l'exèrcit espanyol a l'Espai de l'Estudiant! … "
566,"es","?RT @jordisalvia: Treballadors del Taulí: ""Sembla mentida que tot el que està passant amb urgències no molesti a ningú i que un cartell esca…"
567,"es","?RT @carlesagusti: ""Vamos a parar a los catalanes, el #referendum y la #independencia "" 

https://t.co/FvnSIobllF"
568,"es","?RT @ArranLaPlana: JORNADES SOBRE EUSKAL HERRIA A VILA-REAL!

Els dies 10 i 11 el @CasalPopularVr ha organitzat estes jornades en les… "
569,"es","?RT @partit_pirata: Davant l'ofensiva del Govern Espanyol, posem a disposició del poble i el govern català les nostres eines per dur a… "
570,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
571,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
572,"es","?RT @laccent: El sindicat independentista COS es desmarca de l'aprovació dels pressupostos per part de la CUP-CC https://t.co/fANNdWqwBn"
573,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
574,"es","?Trist oi? @icveuia @jcoscu @LluisRabell @miqueliceta @nuriaparlon @dolorscamats @Jaumeasens https://t.co/oSUZvbgCM2"
575,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
576,"es","?RT @CCOODiba: CCOO exigeix al Govern compromisos concrets sobre ocupació pública https://t.co/SanpL3yKYR"
577,"es","?@ArranBarcelona @laccent a veure si és veritat, perquè el passat 9N no va ser pas així. El %de jovent va ser ínfim."
578,"es","?RT @marccastells: Ahir varem acomiadar, per jubilació, la Rosa Perelló que ha estat treballant durant molts anys a l'Escola de Música d'Igu…"
579,"es","?@marccastells 
Que gaudeixis de una bona jubilacio amb els teus."
580,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
581,"es","?RT @DavidGrau17: @Arran_jovent el bou de la UPV continua en peu XD, avore si realment no teniu por i feu alguna cosa al respecte ;)… "
582,"es","?Fora privada de la pública!
Xerrada avui a les 19 h a la biblioteca del Carmel, amb Custodia Moreno, Ernest Jiminez… https://t.co/6W5SerBPAW"
583,"es","?RT @CUPHortaGuinard: Fora privada de la pública!
Xerrada avui a les 19 h a la biblioteca del Carmel, amb Custodia Moreno, Ernest Jiminez… "
584,"es","?RT @AlexTisminetzky: Avui hi ha cartells contra les retallades d' @Endavant_OSAN al CAP de Vapor Vell d #Sants, davant escola #Barrufet… "
585,"es","?Nueva dinámica contra la represión: Errepresioari autodefentsa :: https://t.co/eoOHTpWq2g"
586,"es","?@Ampaserramarina  @nuriaparlon La adaptación q queda (suelo, ventanas) es de Gene., q en reunión semana pasada confirmó q lo tenian previsto"
587,"es","?RT @nuriaparlon: Una bona notícia! https://t.co/oxii4LzeMH"
588,"es","?RT @nuriaparlon: Una bona notícia! https://t.co/oxii4LzeMH"
589,"es","?Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… https://t.co/a3Bt6k0iiV"
590,"es","?Llibre d’estil de la Diputació de Barcelona @dibahttp://bit.ly/2iMbzbi https://t.co/ngihdpXpp9"
591,"es","?RT @Ampaserramarina: Los Niños siguen sin gimnasio.Obras paralizadas.@dimasciudadano @jmanuelariza 
@SoniaSierra02
@MireiaG_S 
@nuriaparlon"
592,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
