"id","language","text"
197,"es","?RT @nuriaparlon: Més de 300 persones en beneficiaran de la formació 2017 @grameimpuls https://t.co/t85pb8Dkth #santacoloma @esteveserrano"
198,"es","?RT @nuriaparlon: En marxa els ateneus cooperatius #santacoloma https://t.co/zQ3IM3HI1S @esteveserrano @grameimpuls"
199,"es","?RT @LaHaineInfo: El día en que la prensa canalla señaló como “mosso” espía al compañero fotoperiodista @JuanCarlosMohr… "
200,"es","?RT @XavierBadiaCat: 1a assemblea @PDeCATSantCugat amb el nou presi Eloi i tot el seu equip. Molta sort i bona feina @mconesapages @damiacal…"
201,"es","?Se ha oido la hostia en Mira-sol...#SantCugat"
202,"es","?@diba @mconesapages @PereVilaFulcara @joanrene @Dipta_cat  @govern @parlament_cat Perseverança, unitat i determinació. #Referèndum2107"
203,"es","?@diba @mconesapages @PereVilaFulcara @joanrene @Dipta_cat  @govern @parlament_cat Perseverança, unitat i determinació. #Referèndum2107"
204,"es","?@diba @mconesapages @PereVilaFulcara @joanrene @Dipta_cat  @govern @parlament_cat Perseverança, unitat i determinació. #Referèndum2107"
205,"es","?A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèct… https://t.co/tekwszpAoP"
206,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
207,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
208,"es","?RT @Profeta_Baruc: -Oiga, esta hamburguesa no se parece a la de la foto.
-Enséñeme su foto de perfil de Facebook.
-Ahora, de sabor, impresi…"
209,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
210,"es","?RT @_larision: Lol   https://t.co/OZUipFyiRx"
211,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
212,"es","?RT @IgnatiusFarray1: La gente flipándolo con lo antifascista que es Willy Toledo y llega Ana Rosa Quintana y nos da la puta lección de humi…"
213,"es","?RT @Mas_Enfurecido: SI LA CONSELLERA DE SALUT FOS UNA DONA JA TAL."
214,"es","?RT @bdncom: Alcaldesses #Badalona i #Santacoloma @mariadolorsa @nuriaparlon encapçalen la manifestació contra els talls de llum organitzada…"
215,"es","?RT @LaNela45: Ni debemos, Ni queremos olvidar!:
Somos la memoria del olvido

#RepúblicaEsElPueblo https://t.co/n2wJFzMDZa"
216,"es","?RT @tigotanguanche: POBREZA
LA POBREZA es camino directo a la MUERTE
¿Y L@S RESPONSABLES?
¿CUÁNDO SE LES JUZGARÁ?
 https://t.co/dYfwfH8tiu…"
217,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
218,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
219,"es","?@bdncom @JosepTellez @mariadolorsa pues ya podría @nuriaparlon apoyar la celebración del referéndum. Lo mismo no se producirían ;) #Badalona"
220,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
221,"es","?RT @bansky___: Bescansa https://t.co/YDzEYCUTRQ"
222,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
223,"es","?RT @espocespoc: Aquí podem veure com Rajoy, amb una mica de precinte transparent, evita que un malvat ""indepe"" vagi a votar.

(^_^)
https:/…"
224,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
225,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
226,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
227,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
228,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
229,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
230,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
231,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
232,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
233,"es","?RT @Roig_i_Orgullos: ENDAVANT @Endavant_OSAN @Endavant_Bcn @EndavantMaresme @EndavantP9Clot @EndavantOsanTgn @endavantsants @Endavant_BaixL…"
234,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
235,"es","?@Arran_Valls @NaKiSeRGi @Esquerra_Valls @PDECATValls @Arran_jovent @SEPC_nacional @cupvalls @laturbavalls a veure si portaran precinte..."
236,"es","?RT @endavantsants: A #Sants visitem els CAP de Numància, Vapor Vell i Magòria per recordar que Retallar en sanitat Mata i demà a totes… "
237,"es","?@CortsenquesDiss @arran_lc @laBenaventurada @CUPLesCorts @MJLecha @CASC_LC @esberla_ajs @elsbocs @Arran_jovent @SomCanVies @Banc_Expropiat"
238,"es","?RT @CGTDiba: Per uns pressupostos socials. Sanitat, pública i universal! @MareaBlancaCAT @LaPAICAM @FESANCAT @CGTCatalunya https://t.co/0Aj…"
239,"es","?RT @ercdiba:  La @diba destina 773.000€ aquest mandat a la millora i manteniment de camins municipals del Maresme ? https://t.co/KZ7xDun1U…"
240,"es","?RT @ercdiba:  La @diba destina 773.000€ aquest mandat a la millora i manteniment de camins municipals del Maresme ? https://t.co/KZ7xDun1U…"
241,"es","?@Alexpastorbdn @nuriaparlon @esteveserrano @guijarroruben lo ponéis muy fácil. Es pdte gracias al PSOE #Badalona ? https://t.co/0kjqQIBCw8"
242,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
243,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
244,"es","?@Arran_jovent @soler_toni @Endavant_OSAN violencia es respon amb violencia? mare de deu de ninyatos revolucionaris... :/"
245,"es","?RT @cupnacional: La CUP demana que el Pacte Nacional pel Referèndum expliqui al món que l'Estat no deixa votar… "
246,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
247,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
248,"es","?RT @bdncom: Alcaldesses #Badalona i #Santacoloma @mariadolorsa @nuriaparlon encapçalen la manifestació contra els talls de llum organitzada…"
249,"es","?@karmelasantcu No l'espio cada dia...que no se quant de temps fa que m'ha desblocat...moltes gràcies..."
250,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
251,"es","?Ovació per a la 1a funció del festival de @teatreenfrances, amb convidats com @jpuigcorbe i el delegat de @govern a… https://t.co/KTIFuyYjIV"
252,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
253,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
254,"es","?RT @alexhaix: Segons diu El País @mconesapages, alcaldessa de StCugat i Presidenta de la @diba va votar a favor de concedir la medalla d'or…"
255,"es","?RT @alexhaix: Segons diu El País @mconesapages, alcaldessa de StCugat i Presidenta de la @diba va votar a favor de concedir la medalla d'or…"
256,"es","?RT @alexhaix: Segons diu El País @mconesapages, alcaldessa de StCugat i Presidenta de la @diba va votar a favor de concedir la medalla d'or…"
257,"es","?Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba… https://t.co/1Zr4EyJuAw"
258,"es","?Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba… https://t.co/1Zr4EyJuAw"
259,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
260,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
261,"es","?RT @Arran_jovent: Clarament, això és violència!Acció directa contra les retallades i la privatització dels serveis públics. Plantem-… "
262,"es","?RT @Arran_jovent: Creixem i arrelem arreu dels Països Catalans. Per molts anys més de lluita juntes @ArranLaRibera!  https://t.co/ClbPMFo…"
263,"es","?Ben cert! @planajordi @FMRPc @RosaSensat @diba @rafahomet"
264,"es","?Ben cert! @planajordi @FMRPc @RosaSensat @diba @rafahomet"
265,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
266,"es","?RT @institutteatre: Ovació per a la 1a funció del festival de @teatreenfrances, amb convidats com @jpuigcorbe i el delegat de @govern a Fra…"
267,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
268,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
269,"es","?5 És per això que la lluita per la millora urbanística del barri ha d'anar unida inequivoocament a una critica voraç ala gentrificació..."
270,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
271,"es","?RT @AVasTard: Iepa! Escolta @KRLS, q vosaltres això ja ho vau fer, amb el @Multireferendum... Vam tenir #MossosContraUrnes + denú… "
272,"es","?RT @institutteatre: Ovació per a la 1a funció del festival de @teatreenfrances, amb convidats com @jpuigcorbe i el delegat de @govern a Fra…"
273,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
274,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
275,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
276,"es","?RT @llunadejuny: Em pregunto què diria @Endavant_Bcn si algun grup polític hagués fet un cartell bufetejant una companya quan no es van sig…"
277,"es","?RT @PilarinRodri: @llunadejuny @Endavant_Bcn molt bona"
278,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
279,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
280,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
281,"es","?En un any ja van 5 noves assemblees d'@Arran_jovent  al PAÍS VALENCIÀ i un total d 14 des de l'estiu de 2015 als PA… https://t.co/vSb1N5iTvH"
282,"es","?RT @CCOODiba: #comunicatsccoodiba 
Resum de 2a reunió de negociació de criteris per a la confecció de planilles x personal a torn.
https://…"
283,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
284,"es","?RT @CCOODiba: Guia CCOO per evitar pèrdues econòmiques en cas d'IT o Indisposició. (Acords intern).
#PREVENCIÓCCOODIBA https://t.co/SjsocCA…"
285,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
286,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
287,"es","?RT @institutteatre: Ovació per a la 1a funció del festival de @teatreenfrances, amb convidats com @jpuigcorbe i el delegat de @govern a Fra…"
288,"es","?RT @DiariTreball: Denuncien l’acomiadament d’un guarda forestal de la Diputació per ser reivindicatiu @CCOODiba #MarcReadmissió… "
289,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
290,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
291,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
292,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
293,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
294,"es","?RT @diba: Nova edició tallers 'Cuina sense pares' per promoure alimentació saludable entre els joves. Sol·licita'ls ?????? https://t.co/L4f…"
295,"es","?RT @diba: Nova edició tallers 'Cuina sense pares' per promoure alimentació saludable entre els joves. Sol·licita'ls ?????? https://t.co/L4f…"
296,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
297,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
298,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
299,"es","?@8aldia @toniaira @jordi_canyas @enricsierra @apuigverd Hostia!! el Birras!!...merda, m'han canvia't el canal..."
300,"es","?RT @ORUFOGAR: President @sekkalab & SG @cllorens meet with @jciurana & @josepalay in #Diputació de #Barcelona @diba #ORUmember @ORUFOGAR #O…"
301,"es","?RT @ORUFOGAR: President @sekkalab & SG @cllorens meet with @jciurana & @josepalay in #Diputació de #Barcelona @diba #ORUmember @ORUFOGAR #O…"
302,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
303,"es","?RT @diba: Les quatre diputacions catalanes es comprometen a treballar per sumar món local al Manifest #PacteNacionalReferèndum https://t.co…"
304,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
305,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
306,"es","?RT @Endavant_OSAN: [Sobre el cartell contra les retallades en sanitat] Hem hagut de posar el dit per assenyalar la lluna. https://t.co/KGE1…"
307,"es","?RT @LaPijortera: ¡Mirad al pajarito! https://t.co/Qe4VLrSNT2"
308,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
309,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
310,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
311,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
312,"es","?RT @Joan_Mercader: Gràcies x acompanyar-nos avui!? @salvadorilla @nuriaparlon @XescoG @mgmonforte @xavieramor @AliRodLuna @VanesaVmunoz @PS…"
313,"es","?RT @nuriaparlon: .@Joan_Mercader fins avui alcalde de Malgrat acompanyat pels malgratencs i malgratenques! Endavant Joan i a guanyar per ma…"
314,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
315,"es","?RT @cupnacional: Per la dignitat de treballadors i pacients. Per una sanitat pública i de qualitat. #perlarepública #sompública https://t.c…"
316,"es","?RT @cupnacional: La CUP demana que el Pacte Nacional pel Referèndum expliqui al món que l'Estat no deixa votar… "
317,"es","?RT @ArranLaPlana: En un any ja van 5 noves assemblees d'@Arran_jovent  al PAÍS VALENCIÀ i un total d 14 des de l'estiu de 2015 als PA… "
318,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
319,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
320,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
321,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
322,"es","?RT @jordisalvia: Comunicat @Endavant_OSAN arran polèmica del cartell: ""Un cartell q fos una provocació. Que la situació a urgències… "
323,"es","?RT @llunadejuny: Em pregunto què diria @Endavant_Bcn si algun grup polític hagués fet un cartell bufetejant una companya quan no es van sig…"
324,"es","?RT @llunadejuny: Em pregunto què diria @Endavant_Bcn si algun grup polític hagués fet un cartell bufetejant una companya quan no es van sig…"
325,"es","?RT @laccent: L'organització de joves @Arran_jovent denuncia el masclisme en una acció a la passarel·la 080… "
326,"es","?RT @Arran_jovent: Ei @Esquerra_Valls @PDECATValls, diguem no a l'exèrcit espanyol a l'Espai de l'Estudiant. Fora forces d'ocupació!  https…"
327,"es","?RT @bdncom: Alcaldesses #Badalona i #Santacoloma @mariadolorsa @nuriaparlon encapçalen la manifestació contra els talls de llum organitzada…"
328,"es","?RT @laccent: L'organització de joves @Arran_jovent denuncia el masclisme en una acció a la passarel·la 080… "
329,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
330,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
331,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
332,"es","?RT @EndavantHG: A #Horta, #Guinardó i #9Barris, també assenyalem els culpables de las retallades https://t.co/RyUUJ1AFaO"
333,"es","?RT @jgarganteclosa: .@marta_minguella @CGTDiba és empleat d'UGT. 
Porta les xarxes.
ExPSC, equip de Collboni.
Ara dóna lliçons d'independen…"
334,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
335,"es","?RT @diba: Per prevenir #incendisforestals regulem amb preu públic el manteniment i neteja franges perimetrals d'urbanitzacions https://t.co…"
336,"es","?RT @PSC_Badalona: A #Badalona amb .@nuriaparlon i .@Alexpastorbdn diem prou als talls de llum! I prou als preus abusius des les elèctriques…"
337,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
338,"es","?RT @Arran_jovent: Ei @Esquerra_Valls @PDECATValls, diguem no a l'exèrcit espanyol a l'Espai de l'Estudiant. Fora forces d'ocupació!  https…"
339,"es","?¿Existe verdadera conciliación laboral y familiar en España? https://t.co/74yEJ9XYkD vía @YouTube"
340,"es","?RT @llunadejuny: Em pregunto què diria @Endavant_Bcn si algun grup polític hagués fet un cartell bufetejant una companya quan no es van sig…"
341,"es","?RT @laccent: L'organització de joves @Arran_jovent denuncia el masclisme en una acció a la passarel·la 080… "
342,"es","?¿Sabes lo importante que es la vigilancia de la salud en tu trabajo? https://t.co/qDsc4AXQ0C vía @YouTube"
343,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
344,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
345,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
346,"es","?RT @XavierBadiaCat: 1a assemblea @PDeCATSantCugat amb el nou presi Eloi i tot el seu equip. Molta sort i bona feina @mconesapages @damiacal…"
347,"es","?Tu salud no está en nómina https://t.co/SfiqcJUO2Z vía @YouTube"
348,"es","?RT @ArranLaPlana: En un any ja van 5 noves assemblees d'@Arran_jovent  al PAÍS VALENCIÀ i un total d 14 des de l'estiu de 2015 als PA… "
349,"es","?RT @IDEBarcelona: - Plataforma #Sitmun: una eina de govern obert, base per a les iniciatives smart #SmartCat #SmartDiba @Diba @cityprotocol…"
350,"es","?RT @IDEBarcelona: - Plataforma #Sitmun: una eina de govern obert, base per a les iniciatives smart #SmartCat #SmartDiba @Diba @cityprotocol…"
351,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
352,"es","?RT @planajordi: Res es pot fer sense la participació de tots #CompromisEducatiuLocal #EducacióTempsComplet @FMRPc @RosaSensat @diba @rafaho…"
353,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
354,"es","?RT @Endavant_OSAN: [Sobre el cartell contra les retallades en sanitat] Hem hagut de posar el dit per assenyalar la lluna. https://t.co/KGE1…"
355,"es","?RT @santsviu: Costa viure en aquest país i no haver estat al cas de la polèmica desfermada pel cartell editat per Endavant... https://t.co/…"
356,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
357,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
358,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
359,"es","?@CUPHortaGuinard @cupnacional @CUPBarcelona Soc funcionari si l estat precinta desprecintare en nom del poble catala #NiReiNiPor"
360,"es","?RT @partit_pirata: Davant l'ofensiva del Govern Espanyol, posem a disposició del poble i el govern català les nostres eines per dur a… "
361,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
362,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
363,"es","?RT @carlesagusti: ""Vamos a parar a los catalanes, el #referendum y la #independencia "" 

https://t.co/FvnSIobllF"
364,"es","?RT @jordisalvia: Treballadors del Taulí: ""Sembla mentida que tot el que està passant amb urgències no molesti a ningú i que un cartell esca…"
365,"es","?RT @laccent: L'organització de joves @Arran_jovent denuncia el masclisme en una acció a la passarel·la 080… "
366,"es","?RT @elmundotoday: Trump recuerda que el muro que va a construir también deja fuera al grupo Maná: https://t.co/iD68gBcKms"
367,"es","?RT @Zaurdu_: Estoy en contra del matrimonio entre personas del mismo grupo de whatsapp."
368,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
369,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
370,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
371,"es","?@cupnacional @CUPHortaGuinard Si l estat precinta com funcionari desprecinto .Ma mare no va venir amb el sevillano x morirme com un esclau"
372,"es","?RT @EndavantHG: Si no volieu cartell, a Horta-Guinardó i 9 Barris en teniu quatre tasses

https://t.co/snVqn9DSOC https://t.co/QkbOz77gqG"
373,"es","?@mconesapages @karmelafortuny a veure si feu quelcom amb els robatoris a Mirasol."
374,"es","?RT @DiariTreball: Denuncien l’acomiadament d’un guarda forestal de la Diputació per ser reivindicatiu @CCOODiba #MarcReadmissió  https://t.…"
375,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
376,"es","?@Endavant_OSAN @Arran_jovent Aneu a cuba o venezuela a veure com tenen allà el sistema sanitari!"
377,"es","?RT @Joan_Mercader: Gràcies x acompanyar-nos avui!? @salvadorilla @nuriaparlon @XescoG @mgmonforte @xavieramor @AliRodLuna @VanesaVmunoz @PS…"
378,"es","?RT @temapico: Si tienes una roomba y nunca has ido delante de ella frotando con la mopa como en un partido de curling, es que no has tenido…"
379,"es","?RT @Xuxipc: Mientras Rajoy decía estas palabras, la Guardia Civil estaba recogiendo información sobre la corrupción de Rita Bar… "
380,"es","?RT @lavecinarubia: .@marianorajoy Claro que sí, guapi! Comparar a Rita Barberá con las víctimas del terrorismo sólo lo podría hacer alguien…"
381,"es","?RT @DiarideBadalona: .@mariadolorsa, @nuriaparlon i regidors de #Badalona i #Santacoloma contra talls de llum i preus energètics https://t.…"
382,"es","?RT @PontGasso: Fem Consell Agrupació @Pdemocratacat #Anoia amb el president Federació @jaumecasanas @marccastells @santibroch https://t.co/…"
383,"es","?RT @patrilla12: Celebrem el Comitè Comarcal de @PdcAnoia explicant les novetats d partit  #il.lusió #noupartit @marccastells @santibroch @j…"
384,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
385,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
386,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
387,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
388,"es","?RT @LaHaineInfo: No ens alimenten molles / No nos alimentan muelles :: https://t.co/oKyn4ZnQsR"
389,"es","?@LaHaineInfo muelles y lentejas, tienen mucho hierro"
390,"es","?RT @Joan_Mercader: Gràcies x acompanyar-nos avui!? @salvadorilla @nuriaparlon @XescoG @mgmonforte @xavieramor @AliRodLuna @VanesaVmunoz @PS…"
391,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
392,"es","?RT @nuriaparlon: Força i endavant! ? https://t.co/pJkRMPiVTN"
